M2,f0,z,DM_over_rd,DH_over_rd
3.0,0.015,0.5825,15.136832038550372,21.762715703486233
3.0,0.015,0.61890625,15.920368764570195,21.281361949104923
3.0,0.015,0.6553125,16.686573066281788,20.810548187841064
3.0,0.015,0.69171875,17.435835783810937,20.350665478996163
3.0,0.015,0.728125,18.16855338061174,19.901631684309805
3.0,0.015,0.76453125,18.885124804558004,19.463665425184473
3.0,0.015,0.8009375000000001,19.585952566495457,19.03674381429812
3.0,0.015,0.83734375,20.271437744776843,18.62081104407829
3.0,0.015,0.87375,20.94197885149116,18.215781942802877
3.0,0.015,0.91015625,21.59797082544936,17.82154538193926
3.0,0.015,0.9465625,22.2398041461145,17.43796751296986
3.0,0.015,0.9829687500000001,22.867864061978864,17.064894817776164
3.0,0.015,1.0193750000000001,23.482529926405316,16.702156961874422
3.0,0.015,1.0557812500000001,24.084172515660327,16.349453091619807
3.0,0.015,1.0921875,24.673154985087837,16.006665400535347
3.0,0.015,1.12859375,25.24983357250458,15.67353167643588
3.0,0.015,1.165,25.814555358947523,15.349811098112081
3.0,0.015,1.20140625,26.36765856332705,15.035257640334233
3.0,0.015,1.2378125,26.90947342466139,14.72967894798989
3.0,0.015,1.27421875,27.440320358122403,14.432727697078768
3.0,0.015,1.310625,27.960510288076915,14.144229828319341
3.0,0.015,1.3470312500000001,28.4703464870433,13.863939041936943
3.0,0.015,1.3834375,28.970123140297495,13.591602424387897
3.0,0.015,1.41984375,29.460125337510853,13.326973216517587
3.0,0.015,1.45625,29.94062929948763,13.069810960747333
3.0,0.015,1.49265625,30.4119026094578,12.819881604137747
3.0,0.015,1.5290625,30.874204447409817,12.576957562324985
3.0,0.015,1.56546875,31.327785826122412,12.340817748924987
3.0,0.015,1.6018750000000002,31.77288982771502,12.11124757461706
3.0,0.015,1.6382812500000001,32.20975183968286,11.888038919753788
3.0,0.015,1.6746875,32.63859978951682,11.670990084000122
3.0,0.015,1.71109375,33.05965437712949,11.459905716181254
3.0,0.015,1.7475,33.473128137934545,11.254532645641168
3.0,0.015,1.78390625,33.87922667178562,11.054743033731292
3.0,0.015,1.8203125,34.27815010562703,10.860364061418903
3.0,0.015,1.85671875,34.6700909613055,10.671150756969343
3.0,0.015,1.893125,35.05523536769891,10.486996890394344
3.0,0.015,1.9295312500000001,35.4337640309675,10.307710791313495
3.0,0.015,1.9659375000000001,35.80585118960723,10.133128824946056
3.0,0.015,2.00234375,36.17166557421727,9.963112046335404
3.0,0.015,2.0387500000000003,36.53137040602532,9.797496739685679
3.0,0.015,2.07515625,36.885123364428544,9.636142176886652
3.0,0.015,2.1115625000000002,37.233077462232956,9.478932723956556
3.0,0.015,2.14796875,37.57538017615272,9.325679886228416
3.0,0.015,2.184375,37.91217427268796,9.176313399827794
